study_ID,author_first,year,extracted,ecotype,family,species,species_iucn,species_phylo,origin,method,empty_bladder,mean_mass_g,dors_SA_cm2,vent_SA_cm2,D,lat,lon,skin_temp,t_skin_est,trt_temp,airflow_ml_s,airflow_cm_s,RH_perc,es_kPa,ea_kPa,VPD_kPa,duration_min,hydration,strategy,strategy2,days_cocoon,trait,response,trait_unit,mean,sd,se,sample_size,unit_corrected_mean,unit_corrected_sd,unit,r_s_mean,r_s_sd,r_s_se,pv_skin_g_ml_min,pv_air_g_ml_min,r_t,rw,Cp,p,r_b,r_s_est,Gr,v,calculated,notes,title,ref,,
62,Snyder,1993,text,Arboreal,Hylidae,Hyla arenicolor,Dryophytes arenicolor,Hyla_arenicolor,wild,mass change,no,6.4,25.61456451,,0.166571733,39.0639,-108.5506,,22.84999967,25,5.83333,5,13.5,3.258157936,0.439851321,2.818306614,,,,,,water loss,evaporative water loss,mg cm h,3.7,0.489897949,0.2,6,3.7,0.489897949,mg cm h,14.9,0.734846923,0.3,,,,,,,,14.9,,,no,,Interrelationships between water economy and thermo-regulation in the Canyon tree-frog Hyla arenicolor,https://www.sciencedirect.com/science/article/pii/S0140196383710657,,
62,Snyder,1993,text,Semi-aquatic,Ranidae,Rana pipiens,Lithobates pipiens,Rana_pipiens,lab,mass change,no,41.6,85.13246728,,0.325766496,,,,22.84999967,25,5.83333,5,13.5,3.258157936,0.439851321,2.818306614,,,,,,water loss,evaporative water loss,mg cm h,21.1,6.85857128,2.8,6,21.1,6.85857128,mg cm h,2.2,0.734846923,0.3,,,,,,,,2.2,,,no,,,,,
63,Castro,2017,Table 5,Ground-dwelling,Craugastoridae,Pristimantis unistrigatus,Pristimantis unistrigatus,Pristimantis_unistrigatus,wild,mass change,yes,2.015,12.42245237,,0.108137423,-0.1763,-78.46098,,18.34999979,20,,0.25,0.01,2.389938612,0.000238994,2.389699618,80,,,,,water loss,evaporative water loss,g cm h,0.003815,0.0009,,15,3.815,0.9,mg cm h,,,,1.8997E-05,1.7701E-05,17.92474899,1.47481E-09,1.004840001,1.204160266,2.037869924,15.88687907,,,yes,Thesis,Tasas de pérdida de agua por evapotranspiración en dos especies de anfibios ecuatorianos con hábitos ecológicos diferentes: Hypsiboas cinerascens (Anura: Hylidae) y Pristimantis unistrigatus (Anura: Craugastoridae),http://repositorio.puce.edu.ec/handle/22000/13209,,
63,Castro,2017,Table 5,Arboreal,Hylidae,Hypsiboas cinerascens,Boana cinerascens,Hypsiboas_cinerascens,wild,mass change,yes,2.303,11.61826098,,0.132148159,-1.35477,-77.86462,,18.34999979,20,,0.25,0.01,2.389938612,0.000238994,2.389699618,80,,,,,water loss,evaporative water loss,g cm h,0.004299,0.00048,,15,4.299,0.48,mg cm h,,,,1.8997E-05,1.7701E-05,15.90670328,1.47481E-09,1.004840001,1.204160266,2.329030288,13.57767299,,,yes,,,,,
64,Wygoda,1988,Table 1,Ground-dwelling,Bufonidae,Bufo valliceps,Incilius valliceps,Incilius_valliceps,wild,water vapour,yes,14.12,31.86186093,,0.295441749,30.2266,-93.2174,,22.86799967,25.02,,100,87.4,3.262131098,2.85110258,0.411028518,,,,,,water loss,evaporative water loss,g cm s,0.00000208,2.54558E-07,0.00000009,8,7.488,0.916410388,mg cm h,0.005,0.070710678,0.025,,,,,,,,0.005,,,no,,Adaptive control of water loss resistance in an arboreal frog,https://www.jstor.org/stable/3892524?casa_token=k2et7h6oKSgAAAAA%3ATSaouM248Tflih3eWIozEdVRIhGytQPU45OFfL2HcOlASR2JpVXJ4sovbAap3ER07hdRbk_tsCfjtqbUFwR22M2tZBY1sA_Y1FV0vAbACrLtV2lrxlbsHg#metadata_info_tab_contents,,
64,Wygoda,1988,Table 1,Ground-dwelling,Bufonidae,Bufo valliceps,Incilius valliceps,Incilius_valliceps,wild,water vapour,yes,14.12,31.86186093,,0.295441749,,,,22.86799967,25.02,,100,40.4,3.262131098,1.317900964,1.944230135,,,,,,water loss,evaporative water loss,g cm s,0.00000751,3.39411E-07,0.00000012,8,27.036,1.221880518,mg cm h,0.005,0.070710678,0.025,,,,,,,,0.005,,,no,,,,,
64,Wygoda,1988,Table 1,Arboreal,Hylidae,Hyla cinerea,Dryophytes cinereus,Hyla_cinerea,wild,water vapour,yes,3.78,17.04498698,,0.147843908,,,,22.86799967,25.02,,100,87.4,3.262131098,2.85110258,0.411028518,,,,,,water loss,evaporative water loss,g cm s,0.00000083,2.32164E-07,0.00000007,11,2.988,0.835789447,mg cm h,1.67,0.762823702,0.23,,,,,,,,1.67,,,no,,,,,
64,Wygoda,1988,Table 1,Arboreal,Hylidae,Hyla cinerea,Dryophytes cinereus,Hyla_cinerea,wild,water vapour,yes,3.78,17.04498698,,0.147843908,,,,22.86799967,25.02,,100,40.4,3.262131098,1.317900964,1.944230135,,,,,,water loss,evaporative water loss,g cm s,0.00000246,5.3066E-07,0.00000016,11,8.856,1.910375879,mg cm h,3.46,0.696491206,0.21,,,,,,,,3.46,,,no,,,,,
65,Cree,1988,text,Semi-aquatic,Hylidae,Litoria aurea,Litoria aurea,Litoria_aurea,wild,mass change,yes,2.3,,5.803224122,,-37.7826,175.2528,,13.84999988,15,,,,,,,,87,,,,water gain,water uptake,mg cm h,248,90.63112048,37,6,248,90.63112048,mg cm h,,,,,,,,,,,,,,,,Water Balance Responses of the Hylid Frog Litoria aurea,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jez.1402470202?casa_token=UDlFNlC3Z9kAAAAA:4sPpQ4oCW9FoRg7KI_NDEirOdjcsyCpcdTnsjf4-o5ENL1hI-E7icXs_XL94Rt-9mLcuAYSVpN8RFpiCQw,,
66,Carver,2010,text,Semi-aquatic,Hylidae,Litoria raniformis,Litoria raniformis,Litoria_raniformis,wild,mass change,yes,29.29,,41.53175623,,-45.2479,169.3844,,21.04999972,23,,,,,,,240,90,,,,water gain,water uptake,mg g min,0.25,0.048989795,0.02,6,10.57865209,2.072983984,mg cm h,,,,,,,,,,,,,,,,Does Chytridiomycosis Disrupt Amphibian Skin Function? ,https://meridian.allenpress.com/copeia/article-abstract/2010/3/487/114400/Does-Chytridiomycosis-Disrupt-Amphibian-Skin,,
67,Cameron,1974,Table S3,Semi-aquatic,Leiopelmatidae,Leiopelma hochstetteri,Leiopelma hochstetteri,Leiopelma_hochstetteri,wild,mass change,yes,3.58,15.52750737,,0.153705564,-36.71924098,175.5141532,,7.09999997,7.5,,0,86,1.049404728,0.902488066,0.146916662,,,,,,water loss,evaporative water loss,mg g h,7.25,2.078460969,1.2,3,1.671549682,0.479207003,mg cm h,,,,8.34146E-06,8.11854E-06,2.927963668,5.56921E-06,1.004844687,1.257792916,#DIV/0!,,,,yes,Thesis,"Aspects of the osmotic and water balance of the New Zealand native frog Leiopelma hochstetteri fitzinger, and the Australian whistling frog Litoria ewingi dumeril and bibron : a thesis ... for the degree of Master of Science in Zoology",https://mro.massey.ac.nz/handle/10179/10430,,
67,Cameron,1974,Table S3,Semi-aquatic,Leiopelmatidae,Leiopelma hochstetteri,Leiopelma hochstetteri,Leiopelma_hochstetteri,wild,mass change,yes,4.29,17.54284742,,0.163029243,-36.71924098,175.5141532,,8.899999952,9.5,,0,82,1.202980446,0.986443966,0.21653648,,,,,,water loss,evaporative water loss,mg g h,10.38,1.645448267,0.95,3,2.538367856,0.402384681,mg cm h,,,,9.56219E-06,9.2408E-06,2.81481753,6.08731E-06,1.004845123,1.248892913,#DIV/0!,,,,yes,,,,,
67,Cameron,1974,Table S3,Semi-aquatic,Leiopelmatidae,Leiopelma hochstetteri,Leiopelma hochstetteri,Leiopelma_hochstetteri,wild,mass change,yes,4.99,19.4256903,,0.171250714,-36.71924098,175.5141532,,8.899999952,9.5,,0,86,1.202980446,1.034563184,0.168417262,,,,,,water loss,evaporative water loss,mg g h,5.54,0.6,0.3,4,1.423094859,0.154125797,mg cm h,,,,9.56219E-06,9.2408E-06,4.085719881,6.38425E-06,1.004845373,1.248892913,#DIV/0!,,,,yes,,,,,
67,Cameron,1974,Table S3,Semi-aquatic,Leiopelmatidae,Leiopelma hochstetteri,Leiopelma hochstetteri,Leiopelma_hochstetteri,wild,mass change,yes,1.72,9.470471031,,0.121077982,-36.71924098,175.5141532,,11.14999992,12,,0,84,1.423091818,1.195397128,0.227694691,,,,,,water loss,evaporative water loss,mg g h,11.88,3.290896534,1.9,3,2.157611795,0.597683264,mg cm h,,,,1.13118E-05,1.08358E-05,3.687007051,7.37676E-06,1.004846208,1.237943475,#DIV/0!,,,,yes,,,,,
67,Cameron,1974,Table S3,Arboreal,Hylidae,Litoria ewingi,Litoria ewingii,Litoria_ewingii,wild,mass change,yes,2.95,14.07064792,,0.139770728,-40.46809965,175.3086477,,7.09999997,7.5,,0,86,1.049404728,0.902488066,0.146916662,,,,,,water loss,evaporative water loss,mg g h,6.48,1,0.5,4,1.358572833,0.209656301,mg cm h,,,,8.34146E-06,8.11854E-06,3.602483885,5.56921E-06,1.004844687,1.257792916,#DIV/0!,,,,yes,,,,,
67,Cameron,1974,Table S3,Arboreal,Hylidae,Litoria ewingi,Litoria ewingii,Litoria_ewingii,wild,mass change,yes,3.67,16.66003722,,0.146858269,-40.46809965,175.3086477,,8.899999952,9.5,,0,82,1.202980446,0.986443966,0.21653648,,,,,,water loss,evaporative water loss,mg g h,10.59,2.4,1.2,4,2.332845929,0.528690295,mg cm h,,,,9.56219E-06,9.2408E-06,3.062800784,6.08731E-06,1.004845123,1.248892913,#DIV/0!,,,,yes,,,,,
67,Cameron,1974,Table S3,Arboreal,Hylidae,Litoria ewingi,Litoria ewingii,Litoria_ewingii,wild,mass change,yes,3.89,17.42740738,,0.148807604,-40.46809965,175.3086477,,8.899999952,9.5,,0,86,1.202980446,1.034563184,0.168417262,,,,,,water loss,evaporative water loss,mg g h,6.19,3,1.5,4,1.381679987,0.669634889,mg cm h,,,,9.56219E-06,9.2408E-06,4.20818642,6.38425E-06,1.004845373,1.248892913,#DIV/0!,,,,yes,,,,,
67,Cameron,1974,Table S3,Arboreal,Hylidae,Litoria ewingi,Litoria ewingii,Litoria_ewingii,wild,mass change,yes,3.74,16.90530268,,0.147488092,-40.46809965,175.3086477,,11.14999992,12,,0,84,1.423091818,1.195397128,0.227694691,,,,,,water loss,evaporative water loss,mg g h,8.34,2.4,1.2,4,1.845077878,0.530957663,mg cm h,,,,1.13118E-05,1.08358E-05,4.311541532,7.37676E-06,1.004846208,1.237943475,#DIV/0!,,,,yes,,,,,
67,Cameron,1974,Table 1,Semi-aquatic,Leiopelmatidae,Leiopelma hochstetteri,Leiopelma hochstetteri,Leiopelma_hochstetteri,wild,mass change,yes,5.07,,9.81760411,,,,,10.24999994,11,,,,,,,,90,,,,water gain,water uptake,mg h,85.63,10,5,4,8.722087287,1.018578452,mg cm h,,,,,,,,,,,,,,,,,,,
67,Cameron,1974,Table 1,Arboreal,Hylidae,Litoria ewingi,Litoria ewingii,Litoria_ewingii,wild,mass change,yes,3.635,,8.26850391,,,,,10.24999994,11,,,,,,,,90,,,,water gain,water uptake,mg h,513.98,200,100,4,62.16118485,24.18817263,mg cm h,,,,,,,,,,,,,,,,,,,
68,Withers,1993,text,Fossorial,Myobatrachidae,Myobatrachus gouldii,Myobatrachus gouldii,Myobatrachus_gouldii,wild,mass change,yes,7.46,,,,-31.47904564,115.6274109,,22.84999967,25,,,,,,,,82,,,,water gain,water uptake,mg cm h,31.1,13.22875656,5,7,31.1,13.22875656,mg cm h,,,,,,,,,,,,,,,,Water balance response in the terrestrial Western australian frog Myobatrachus gouldii (Anura: Myobatrachidae),https://www.biodiversitylibrary.org/page/56814600#page/52/mode/1up,,
69,Stinner,1987,Table 1,Arboreal,Phyllomedusidae,Phyllomedusa sauvagii,Phyllomedusa sauvagii,Phyllomedusa_sauvagii,wild,chemical desiccant,no,22.5,45.93883131,,0.326520823,-30.3612,-66.3141,,21.94999969,24,0.333333,0.007208759,1,3.06490764,0.030649076,3.034258563,,,water-proof,,,water loss,evaporative water loss,mg g h,14.9,6.4,,6,7.297747688,3.134603034,mg cm h,,,,2.43622E-05,2.23945E-05,11.90746343,1.89132E-07,1.004840159,1.187950806,13.67016616,-1.762702729,,,yes,,Cutaneous gas exchange and low evaporative water loss in the frogsPhyllomedusa sauvagei andChiromantis xerampelina,https://link.springer.com/article/10.1007/BF00691825,,
69,Stinner,1987,Table 1,Arboreal,Rhacophoridae,Chiromantis xerampelina,Chiromantis xerampelina,Chiromantis_xerampelina,wild,chemical desiccant,no,34.5,71.57586779,,0.321337033,-4.320535246,39.39449295,,21.94999969,24,0.333333,0.007208759,1,3.06490764,0.030649076,3.034258563,,,water-proof,,,water loss,evaporative water loss,mg g h,4.9,0.5,,3,2.361829555,0.241003016,mg cm h,,,,2.43622E-05,2.23945E-05,36.79252109,1.89132E-07,1.004840159,1.187950806,13.5252414,23.2672797,,,yes,,,,,
70,Wygoda,1984,Table 2,Semi-aquatic,Hylidae,Acris gryllus,Acris gryllus,Acris_gryllus,lab,mass change,yes,3.13,14.73025658,,0.1416584,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,25.2,,,4,25.2,,mg cm h,,,,2.58983E-05,2.37267E-05,2.411733825,7.64029E-06,1.00484643,1.183966399,0.326172778,2.085561047,,,yes,,Low cutaneous evaporative water loss in arboreal frogs,https://www.journals.uchicago.edu/doi/abs/10.1086/physzool.57.3.30163722?casa_token=SMOQ3kBoffYAAAAA:AfcLA7iEeTmHO88q_ILyu446TvLHWOJVKbOCs0raxpgq_c0QzLvHeAFcUR40-LGNRgaKih9mutTkuA,,
70,Wygoda,1984,Table 2,Fossorial,Bufonidae,Bufo terrestris,Anaxyrus terrestris,Anaxyrus_terrestris,lab,mass change,yes,16.37,35.21736405,,0.309884704,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,25.4,,,18,25.4,,mg cm h,,,,2.58983E-05,2.37267E-05,2.392743794,7.64029E-06,1.00484643,1.183966399,0.54936326,1.843380535,,,yes,,,,,
70,Wygoda,1984,Table 2,Semi-aquatic,Ranidae,Rana catesbeiana,Lithobates catesbeianus,Rana_catesbeiana,lab,mass change,yes,39.18,82.08069362,,0.318223113,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,25.7,,,9,25.7,,mg cm h,,,,2.58983E-05,2.37267E-05,2.364812933,7.64029E-06,1.00484643,1.183966399,0.559164569,1.805648364,,,yes,,,,,
70,Wygoda,1984,Table 2,Fossorial,Scaphiopodidae,Scaphiopus holbrooki,Scaphiopus holbrookii,Scaphiopus_holbrookii,lab,mass change,yes,12.86,31.31729269,,0.273756893,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,26.5,,,8,26.5,,mg cm h,,,,2.58983E-05,2.37267E-05,2.293422354,7.64029E-06,1.00484643,1.183966399,0.505831011,1.787591343,,,yes,,,,,
70,Wygoda,1984,Table 2,Semi-aquatic,Ranidae,Rana pipiens,Lithobates pipiens,Rana_pipiens,lab,mass change,yes,39.23,82.14447985,,0.318381798,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,26.8,,,8,26.8,,mg cm h,,,,2.58983E-05,2.37267E-05,2.267749716,7.64029E-06,1.00484643,1.183966399,0.559350255,1.708399461,,,yes,,,,,
70,Wygoda,1984,Table 2,Semi-aquatic,Ranidae,Rana sphenocephala,Lithobates sphenocephalus,Rana_sphenocephala,lab,mass change,yes,14.46,44.72640373,,0.215532427,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,26.9,,,14,26.9,,mg cm h,,,,2.58983E-05,2.37267E-05,2.259319419,7.64029E-06,1.00484643,1.183966399,0.431359854,1.827959565,,,yes,,,,,
70,Wygoda,1984,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,lab,mass change,yes,61.39,86.1991133,,0.474791725,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,27.1,,,13,27.1,,mg cm h,,,,2.58983E-05,2.37267E-05,2.242645475,7.64029E-06,1.00484643,1.183966399,0.729913525,1.51273195,,,yes,,,,,
70,Wygoda,1984,Table 2,Aquatic,Pipidae,Xenopus laevis,Xenopus laevis,Xenopus_laevis,lab,mass change,yes,14.02,35.39174115,,0.264091481,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,27.5,,,3,27.5,,mg cm h,,,,2.58983E-05,2.37267E-05,2.210025177,7.64029E-06,1.00484643,1.183966399,0.493865562,1.716159615,,,yes,,,,,
70,Wygoda,1984,Table 2,Fossorial,Microhylidae,Gastrophryne carolinensis,Gastrophryne carolinensis,Gastrophryne_carolinensis,lab,mass change,yes,0.99,6.524686848,,0.101154179,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,29.9,,,5,29.9,,mg cm h,,,,2.58983E-05,2.37267E-05,2.032631852,7.64029E-06,1.00484643,1.183966399,0.260639089,1.771992763,,,yes,,,,,
70,Wygoda,1984,Table 2,Stream-dwelling,Bufonidae,Atelopus varius,Atelopus varius,Atelopus_varius,lab,mass change,yes,3.13,11.48644683,,0.181663191,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,31.3,,,4,31.3,,mg cm h,,,,2.58983E-05,2.37267E-05,1.941715411,7.64029E-06,1.00484643,1.183966399,0.384939164,1.556776247,,,yes,,,,,
70,Wygoda,1984,Table 3,Arboreal,Hylidae,Hyla cinerea,Dryophytes cinereus,Hyla_cinerea,lab,mass change,yes,5.17,21.71659348,,0.158711044,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,10.4,,,14,10.4,,mg cm h,,,,2.58983E-05,2.37267E-05,5.843816575,7.64029E-06,1.00484643,1.183966399,0.351823366,5.491993209,,,yes,,,,,
70,Wygoda,1984,Table 3,Arboreal,Hylidae,Osteopilus septentrionalis,Osteopilus septentrionalis,Osteopilus_septentrionalis,lab,mass change,yes,40.75,107.2359677,,0.253335146,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,13.5,,,1,13.5,,mg cm h,,,,2.58983E-05,2.37267E-05,4.501903139,7.64029E-06,1.00484643,1.183966399,0.480376203,4.021526937,,,yes,,,,,
70,Wygoda,1984,Table 3,Arboreal,Hylidae,Hyla gratiosa,Dryophytes gratiosus,Hyla_gratiosa,lab,mass change,yes,13.32,45.15551341,,0.19665353,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,13.7,,,3,13.7,,mg cm h,,,,2.58983E-05,2.37267E-05,4.436181925,7.64029E-06,1.00484643,1.183966399,0.405812745,4.030369181,,,yes,,,,,
70,Wygoda,1984,Table 3,Arboreal,Hylidae,Hyla femoralis,Dryophytes femoralis,Hyla_femoralis,lab,mass change,yes,1.01,6.141144965,,0.109642854,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,14.2,,,3,14.2,,mg cm h,,,,2.58983E-05,2.37267E-05,4.279978336,7.64029E-06,1.00484643,1.183966399,0.275009198,4.004969139,,,yes,,,,,
70,Wygoda,1984,Table 3,Arboreal,Hylidae,Hyla crucifer,Pseudacris crucifer,Pseudacris_crucifer,lab,mass change,yes,1.25,7.242135759,,0.11506723,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,evaporative water loss,mg cm h,16,,,5,16,,mg cm h,,,,2.58983E-05,2.37267E-05,3.798480774,7.64029E-06,1.00484643,1.183966399,0.283997242,3.514483531,,,yes,,,,,
70,Wygoda,1984,Table 3,Semi-aquatic,Ranidae,Rana catesbeiana,Lithobates catesbeianus,Rana_catesbeiana,lab,mass change,yes,39.18,82.08069362,,0.318223113,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,,s cm,,,,5,,,s cm,0.05,0.04472136,0.02,,,,7.64029E-06,1.00484643,1.183966399,0.559164569,,,,,,,,,
70,Wygoda,1984,Table 3,Fossorial,Bufonidae,Bufo terrestris,Anaxyrus terrestris,Anaxyrus_terrestris,lab,mass change,yes,16.37,35.21736405,,0.309884704,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,,s cm,,,,8,,,s cm,0.05,0.028284271,0.01,,,,7.64029E-06,1.00484643,1.183966399,0.54936326,,,,,,,,,
70,Wygoda,1984,Table 3,Fossorial,Scaphiopodidae,Scaphiopus holbrooki,Scaphiopus holbrookii,Scaphiopus_holbrookii,lab,mass change,yes,12.86,31.31729269,,0.273756893,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,,s cm,,,,2,,,s cm,0.07,0.042426407,0.03,,,,7.64029E-06,1.00484643,1.183966399,0.505831011,,,,,,,,,
70,Wygoda,1984,Table 3,Arboreal,Hylidae,Hyla cinerea,Dryophytes cinereus,Hyla_cinerea,lab,mass change,yes,5.17,21.71659348,,0.158711044,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,,s cm,,,,5,,,s cm,2.71,0.715541753,0.32,,,,7.64029E-06,1.00484643,1.183966399,0.351823366,,,,,,,,,
70,Wygoda,1984,Table 3,Arboreal,Hylidae,Hyla crucifer,Pseudacris crucifer,Pseudacris_crucifer,lab,mass change,yes,1.17,6.880952038,,0.113356294,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,,s cm,,,,4,,,s cm,1.44,0.4,0.2,,,,7.64029E-06,1.00484643,1.183966399,0.281177855,,,,,,,,,
70,Wygoda,1984,Table 3,Arboreal,Hylidae,Hyla gratiosa,Dryophytes gratiosus,Hyla_gratiosa,lab,mass change,yes,13.32,45.15551341,,0.19665353,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,,s cm,,,,2,,,s cm,2.21,0.565685425,0.4,,,,7.64029E-06,1.00484643,1.183966399,0.405812745,,,,,,,,,
70,Wygoda,1984,Table 3,Arboreal,Hylidae,Hyla triangulum,Dendropsophus triangulum,Dendropsophus_triangulum,lab,mass change,yes,4.23,18.59435169,,0.151658806,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,,s cm,,,,1,,,s cm,2.21,,,,,,7.64029E-06,1.00484643,1.183966399,0.341332909,,,,,,,,,
70,Wygoda,1984,Table 3,Arboreal,Hylidae,Osteopilus dominicensis,Osteopilus dominicensis,Osteopilus_dominicensis,lab,mass change,yes,40.75,107.2359677,,0.253335146,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,,s cm,,,,1,,,s cm,1.78,,,,,,7.64029E-06,1.00484643,1.183966399,0.480376203,,,,,,,,,
70,Wygoda,1984,Table 3,Arboreal,Hylidae,Osteopilus septentrionalis,Osteopilus septentrionalis,Osteopilus_septentrionalis,lab,mass change,yes,17.58,55.96659215,,0.209410433,,,,22.84999967,25,,100,38,3.258157936,1.238100016,2.02005792,,,,,,water loss,,s cm,,,,5,,,s cm,1.91,0.536656315,0.24,,,,7.64029E-06,1.00484643,1.183966399,0.423160572,,,,,,,,,
71,Cree,1985,Fig 1,Semi-aquatic,Hylidae,Litoria raniformis,Litoria raniformis,Litoria_raniformis,wild,mass change,yes,2.5,12.37979244,,0.134627863,,,,21.94999969,24,,1,60,3.06490764,1.838944584,1.225963056,,,,,,water loss,evaporative water loss,mg g h,38.57895,5.648575,2.306021,6,7.790710181,1.140684512,mg cm h,,,,2.43622E-05,2.23945E-05,5.048539576,1.13482E-05,1.00484955,1.187950806,1.466170997,3.582368578,,,yes,,Water balance and nitrogen excretion of two introduced frogs (Litoria raniformis and L. ewingi),https://www.tandfonline.com/doi/abs/10.1080/03014223.1985.10428288,,
71,Cree,1985,Fig 1,Arboreal,Hylidae,Litoria ewingi,Litoria ewingii,Litoria_ewingii,wild,mass change,yes,2.5,12.37979244,,0.134627863,,,,21.94999969,24,,1,60,3.06490764,1.838944584,1.225963056,,,,,,water loss,evaporative water loss,mg g h,27.36842,2.682854,1.09527,6,5.526833373,0.541780893,mg cm h,,,,2.43622E-05,2.23945E-05,7.116499815,1.13482E-05,1.00484955,1.187950806,1.466170997,5.650328817,,,yes,,,,,
71,Cree,1985,Fig 3,Semi-aquatic,Hylidae,Litoria raniformis,Litoria raniformis,Litoria_raniformis,wild,mass change,yes,2.5,,6.189283419,,,,,21.94999969,24,,,,,,,,75,,,,water gain,water uptake,mg g h,166.62921,49.50186,20.20905,6,67.3055339,19.99498837,mg cm h,,,,,,,,,,,,,,,,,,,
71,Cree,1985,Fig 3,Arboreal,Hylidae,Litoria ewingi,Litoria ewingii,Litoria_ewingii,wild,mass change,yes,2.5,,6.189283419,,,,,21.94999969,24,,,,,,,,75,,,,water gain,water uptake,mg g h,195.2809,57.313796,23.398259,6,78.87863859,23.15041666,mg cm h,,,,,,,,,,,,,,,,,,,
72,Withers,1984,Table 1,Arboreal,Rhacophoridae,Chiromantis rufescens,Chiromantis rufescens,Chiromantis_rufescens,lab,water vapour,no,7,24.40766706,,0.191196561,,,,22.84999967,25,,5,1.3348,3.258157936,0.043489892,3.214668044,,,water-proof,water-proof,,water loss,evaporative water loss,mg cm h,0.18,,,4,0.18,,mg cm h,404,,,,,,,,,,404,,,no,,Evaporative water loss and skin lipids of anuran amphibians,https://onlinelibrary.wiley.com/doi/abs/10.1002/jez.1402320103?casa_token=OzdtUviJPEMAAAAA:a0S2L_qEt3hJRkIdHkZZV15Cpb6kceOxN3UyLmDbmZ6LZ_g1tHEvg_wOfco-qz3RsI86S58bzTurywhz5Q,,
72,Withers,1984,Table 1,Arboreal,Rhacophoridae,Chiromantis petersi,Chiromantis petersi,Chiromantis_petersii,lab,water vapour,no,6,21.99736499,,0.18183978,,,,22.84999967,25,,5,1.3348,3.258157936,0.043489892,3.214668044,,,water-proof,,,water loss,evaporative water loss,mg cm h,0.23,,,2,0.23,,mg cm h,347,,,,,,,,,,347,,,no,,,,,
